Source;Target;Weight 
@caminscat;@cercle_infr;17
@ppbarcelona_;@gemmabat68;22
@pp_lleida;@gemmabat68;24
@gemmabat68;@ua1fm;24
@ppbarcelona_;@molinspp;13
@ppbarcelona_;@laciutat;22
@albertofdezxbcn;@ondacero_;20
@ppcatalunya;@ondacero_;20
@laciutat;@ondacero_;20
@jordisegura_cat;@carinamejias;17
@jordisegura_cat;@ciudadanoscs;17
@aobiols;@xaviertrias;11
@ramblabtv;@s;41
@ramblabtv;@toniaira;36
@ramblabtv;@alevysoler;10
@ramblabtv;@acolom_;11
@ramblabtv;@anna_rossell;16
@s;@btvcat;42
@toniaira;@alevysoler;10
@toniaira;@acolom_;12
@toniaira;@anna_rossell;12
@toniaira;@btvcat;10
@alevysoler;@acolom_;10
@alevysoler;@anna_rossell;10
@alevysoler;@alfredbosch;11
@acolom_;@anna_rossell;11
@acolom_;@alfredbosch;11
@anna_rossell;@alfredbosch;17
@juanmilian;@olladegrills;10
@jordinador;@miriamnoguerasm;10
@xaviertrias;@laksmiz;17
@xaviertrias;@miriamnoguerasm;12
@raholaoficial;@miriamnoguerasm;11
@tonialba;@miriamnoguerasm;11
@laksmiz;@miriamnoguerasm;11
@catdiuprou;@miriamnoguerasm;11
@iaia_toneta;@miriamnoguerasm;12
@puta_espanya;@carinamejias;15
@mariano9605;@carinamejias;14
@catalunyaplural;@carinamejias;10
@pscpolmunicip;@pscbarcelona;13
@eva_gene;@xaviertrias;12
@xaviertrias;@joseprull;10
@jorgegcastano;@carnecrudaradio;11
@jomarina55;@carinamejias;13
@csvilareal;@carinamejias;10
@luisciferr;@tirantlonegre;10
@quinmanso;@tirantlonegre;25
@carinamejias;@tirantlonegre;35
@tirantlonegre;@t_zapata;35
@tirantlonegre;@leotaxil;35
@preescolar;@zemos98;10
@genispinart;@adacolau;38
@colonos_cs;@indencastellano;10
@iguardans;@carinamejias;11
@genispinart;@laksmiz;12
@teresacodines;@laksmiz;14
@teresacodines;@adacolau;14
@verdadelab;@carinamejias;14
@cs_bcna;@cshospitalet;20
@pconstituentbcn;@capgirembcn;11
@xaviertrias;@rellotgergracia;17
@bcn_comerc;@bcn_noubarris;11
@sandraboix;@equinoxradio;13
@xaviertrias;@celcorteingles;27
@celcorteingles;@bcn_esports;24
@vacp5;@immamartin;17
@podemossanitat;@podem_lleida;29
@podem_cat;@podem_lleida;30
@podem_bcn;@podem_lleida;30
@exterminador50;@abalagu;19
@exterminador50;@miquelet1969;63
@abalagu;@lurrosines;21
@abalagu;@miquel_01;21
@abalagu;@llopebre;20
@abalagu;@forremarti;21
@abalagu;@miquelet1969;20
@abalagu;@carinamejias;21
@lurrosines;@miquelet1969;21
@miquel_01;@miquelet1969;21
@llopebre;@miquelet1969;69
@forremarti;@miquelet1969;106
@miquelet1969;@carinamejias;26
@jordinogueras61;@carinamejias;10
@yuribcn;@alfredbosch;20
@alexmiquel;@xaviertrias;12
@xavartal;@adacolau;20
@9bcabrejada;@alfredbosch;93
@9bcabrejada;@adacolau;25
@alfredbosch;@carlesmacian;24
@cperezortiz;@carinamejias;15
@cperezortiz;@soniasi02;14
@pahsantboi;@xaviertrias;13
@pahsantboi;@pah_bcn;14
@ericcastel74;@carinamejias;20
@convergenciacat;@cupbarcelona;10
@angelsmcastells;@carnecrudaradio;23
@angelsmcastells;@manuelacarmena;18
@alvar_de_muller;@xaviertrias;11
@higiniaroig;@assemblea;10
@alfredbosch;@orfeogracienc;28
@esquerra_erc;@orfeogracienc;16
@elmatiaradio4;@xaviertrias;10
@julifernandez;@esquerra_erc;11
@julifernandez;@junqueras;11
@julifernandez;@alfredbosch;11
@fran_garcia_o;@icveuia;26
@municipalscat;@indepe_gracia;20
@municipalscat;@albertofdezxbcn;19
@municipalscat;@g6gracia;20
@tcv12345;@sfamiliaencomu;16
@tcv12345;@xescomagrinya;16
@tcv12345;@bcnencomu;16
@btvnoticies;@movesquerres;11
@esberginia;@sfamiliaencomu;10
@esberginia;@xescomagrinya;12
@esberginia;@bcnencomu;14
@esberginia;@adacolau;12
@eptv_cas;@albertofdezxbcn;28
@dancekapoor;@sfamiliaencomu;18
@dancekapoor;@xescomagrinya;18
@dancekapoor;@adacolau;18
@cupbarcelona;@diariara;10
@mvidal80;@fran_garcia_o;14
@mvidal80;@icveuia;13
@mvidal80;@janetsanz;12
@fran_garcia_o;@aiguaesvida;15
@fran_garcia_o;@bcnencomu;18
@fran_garcia_o;@janetsanz;12
@aiguaesvida;@icveuia;16
@aiguaesvida;@janetsanz;13
@tcv12345;@dancekapoor;10
@julipintor3;@albertofdezxbcn;10
@enricmillo;@;24
@cuphortaguinard;@;17
@albiolalcalde_;@quimdm;30
@quimdm;@albertofdezxbcn;32
@icveuiabcn;@santidemajo;10
@santidemajo;@ricardgoma;11
@ernest1899;@montsecandini;12
@ernest1899;@xaviertrias;11
@ernest1899;@defensemr3;11
@ernest1899;@rodalia3;11
@ernest1899;@anapastorjulian;10
@montsecandini;@defensemr3;13
@montsecandini;@rodalia3;13
@montsecandini;@anapastorjulian;14
@ercbcn;@joeljoanjuve;10
@brassensgeorges;@albertofdezxbcn;22
@brassensgeorges;@zafrapocino;21
@brassensgeorges;@elperiodico;19
@eslatarde;@albertofdezxbcn;68
@bcnencomu;@maicarodrisanz;14
@sandraboix;@elperiodico_cat;10
@albertofdezxbcn;@elperiodico_cat;11
@mvidal80;@elv_ir;21
@adacolau;@elv_ir;22
@laiaortiz;@elv_ir;28
@elv_ir;@standreuencomu;32
@jordilleras;@btvnoticies;10
@bcnencomu;@higiniaroig;35
@bcnencomu;@maribelpasarin;10
@maribelpasarin;@_cafeambllet;10
@rakeeeeeee;@adacolau;17
@rakeeeeeee;@bcnencomu;19
@adacolau;@katygr93;19
@bcnencomu;@katygr93;24
@alfonsoiaio;@bcnencomu;21
@laiaortiz;@dels;11
@adacolau;@dels;12
@standreuencomu;@dels;12
@mvidal80;@dels;12
@carinamejias;@el_pais;11
@el_pais;@neweconomyforum;10
@fundacioace;@xaviertrias;14
@jaumecollboni;@gespriu;14
@tanquemelscies;@sosracis;12
@nuevatribuna;@agarzon;12
@nuevatribuna;@adacolau;13
@nuevatribuna;@bcnencomu;13
@nuevatribuna;@iunida;12
@agarzon;@bcnencomu;20
@pscbarcelona;@erikatorregrosa;17
@pscbarcelona;@aranchagoca;15
@mariano9605;@ccifuentes;10
@mariano9605;@adacolau;10
@pconstclot;@g_pisarello;10
@sonia_farre;@adacolau;17
@sonia_farre;@bcnencomu;11
@concepcioveray;@ppcatalunya;14
@fanthropos;@esquerra;17
@esquerra_erc;@gemmasendra;14
@estrangercatala;@albertofdezxbcn;21
@estrangercatala;@zafrapocino;18
@martarovira;@movesquerres;17
@martarovira;@bcnciutatoberta;17
@estrangercatala;@elperiodico;15
@immamartin;@elmaticope;10
@ogibcn;@adacolau;28
@mabastenier001;@soniasi02;10
@mabastenier001;@marilenbarcelo;11
@mabastenier001;@yagoalonsobcn;11
@mabastenier001;@pacosierral;11
@municipalsbcn;@esquerra_erc;11
@municipalsbcn;@movesquerres;13
@municipalsbcn;@bcnciutatoberta;14
@elenaibor;@carinamejias;75
@quikesan;@elenaibor;16
@quikesan;@carinamejias;16
@adacolau;@juanlusanchez;156
@eduardoroman;@adacolau;14
@eduardoroman;@juanlusanchez;11
@soniasi02;@yagoalonsob;30
@carinamejias;@yagoalonsob;30
@marilenbarcelo;@yagoalonsob;30
@hugomabarca;@juanlusanchez;25
@cristina_cusco;@adacolau;27
@tercerainfo3i;@agarzon;12
@ilphabitatge;@la_pah;46
@sandraboix;@govern;21
@alejandrotgn;@albertofdezxbcn;33
@jaumecollboni;@torregarcini;15
@marcpuigperez;@ercbcn;13
@ercbcn;@erc9b;12
@antigilivatios;@g_pisarello;13
@antigilivatios;@laiaortiz;13
@pscsantandreu;@enricfv;10
@pscsantandreu;@aranchagoca;11
@enricfv;@aranchagoca;18
@carme1848;@19037j;14
@bcnencomu;@19037j;14
@josepcabayol;@19037j;14
@joan_benach;@19037j;14
@ilphabitatge;@maciosky;22
@pah_bcn;@ilph;13
@equinoxradio;@ppopular;12
@zatobcn;@elenaibor;47
@zatobcn;@upydbarcelona;43
@zatobcn;@carinamejias;43
@elenaibor;@upydbarcelona;47
@upydbarcelona;@carinamejias;43
@bcnencomu;@favb;17
@soniasi02;@ramblabtv;10
@ejimenezcara;@sandraboix;11
@tanquemelscies;@migrastudium;12
@elsomatent;@jaumecollboni;25
@anbonasort;@bcnencomu;15
@ramblabtv;@adacolau;10
@roberelgato;@cuphortaguinard;10
@anbonasort;@adacolau;13
@bcnencomu;@isabelribasseix;10
@ricardgoma;@isabelribasseix;10
@ppbarcelona_;@fabregas_73;13
@jordisaninde;@alfredbosch;29
@lluisfa;@jaumecollboni;10
@podemsantsbcn;@bcnencomu;10
@knysrb;@xaviertrias;11
@antoniolopezrot;@albert_rivera;10
@antoniolopezrot;@carinamejias;10
@slavalr;@carolinapunset;13
@adacolau;@la_ser;54
@albertomv83;@somcomuns;19
@albertomv83;@bc;19
@somcomuns;@bc;19
@josgarma;@indencastellano;54
@josgarma;@adacolau;50
@montsebenedi;@erc_santandreu;21
@ercbcn;@erc_santandreu;12
@somcomuns;@bcnen;10
@marinaalonsos;@alfredbosch;48
@marinaalonsos;@ercbcn;12
@mes_bcn;@marinasancas;14
@mes_bcn;@movesquerres;14
@marinasancas;@movesquerres;15
@marinasancas;@alfredbosch;20
@marinasancas;@ercbcn;19
@marinasancas;@bcnciutatoberta;15
@carinamejias;@arapolitica;31
@arapolitica;@cs_bcna;19
@luisfergegea;@psc_hg;10
@pscbarcelona;@psc_hg;22
@pscnoubarris;@ferranpedret;10
@pscnoubarris;@luismigumu;10
@pscnoubarris;@joseluqueprieto;10
@pscbarcelona;@ferranpedret;17
@pscbarcelona;@joseluqueprieto;10
@ferranpedret;@luismigumu;15
@ferranpedret;@joseluqueprieto;10
@luismigumu;@joseluqueprieto;10
@mmillanclosa;@adalil_jordi;33
@nurialb;@adacolau;38
@ferdeparamo;@soniasi02;33
@ferdeparamo;@marilenbarcelo;33
@ferdeparamo;@pacosierral;34
@ciudadanoscs;@marilenbarcelo;118
@francs_co;@ciudadanoscs;14
@francs_co;@carinamejias;14
@erc9b;@carlesjulbe;10
@latinoscat;@icorde;33
@adrilastra;@jaumecollboni;94
@josgarma;@jhmiquel;21
@jhmiquel;@indencastellano;28
@jhmiquel;@adacolau;24
@municipalsbcn;@enoticiescat;36
@municipalsbcn;@xriusenoticies;36
@micaela_navarro;@jaumecollboni;10
@estebangesa;@aliciascamacho;22
@pilardl;@socialistes_cat;16
@khalidshabaz;@nouscatalans;14
@nouscatalans;@asiaticscat;15
@sandraboix;@andres_cano42;16
@sandraboix;@enoticiescat;11
@candeliano;@jaumecollboni;20
@sandraboix;@plopezribera2;11
@sandraboix;@ppnoubarris;10
@carinamejias;@diariara;10
@leotaxil;@quimta;16
@quimta;@carinamejias;16
@quimta;@quinmanso;16
@ogibcn;@leotaxil;14
@ogibcn;@quimta;14
@ogibcn;@carinamejias;16
@ogibcn;@quinmanso;14
@passaportcatala;@carinamejias;13
@carinamejias;@enricmillo;18
@carinamejias;@alfrediniesta;24
@leotaxil;@alfrediniesta;18
@alfrediniesta;@quinmanso;13
@raulmuto;@esquerra_erc;25
@raulmuto;@alfredbosch;25
@egel71;@carinamejias;10
@egel71;@leotaxil;10
@albertblau;@carinamejias;14
@albertblau;@leotaxil;12
@albertblau;@quinmanso;14
@holoturoideu;@xaviertrias;14
@hermenautas;@ciudadanoscs;18
@hermenautas;@carinamejias;21
@hermenautas;@soniasi02;21
@hermenautas;@marilenbarcelo;21
@elv_ir;@bcnencomu;24
@l_makeba;@standreuencomu;19
@taula3sector;@aguiteras;50
@jessicaalbiach;@marcbertomeu;18
@jessicaalbiach;@podem_bcn;18
@fredy_ajs;@forremarti;32
@fredy_ajs;@bcn_bleach;52
@fredy_ajs;@llopebre;14
@forremarti;@bcn_bleach;43
@bcn_bleach;@llopebre;15
@fredy_ajs;@miquelet1969;49
@fredy_ajs;@cs_bcna;50
@bcn_bleach;@miquelet1969;60
@bcn_bleach;@cs_bcna;61
@llopebre;@cs_bcna;13
@miquelet1969;@cs_bcna;60
@hasbarats;@xaviertrias;13
@2013javi;@mazelmind;10
@gaab75;@omarjayyan;21
@adacolau;@gerardquintana;18
@adacolau;@ilphabitatge;74
@gerardquintana;@ilphabitatge;19
@gerardquintana;@la_pah;19
@gerardquintana;@observadesc;19
@gerardquintana;@ape_cat;19
@la_pah;@observadesc;19
@jaumecollboni;@carmona_alcalde;138
@psoe;@carmona_alcalde;55
@alexiap_alegre;@carinamejias;12
@ratitagris;@carinamejias;10
@ratitagris;@ciudadanoscs;10
@mikel_bcn;@xaviertrias;14
@xaviertrias;@bellesguard;19
@santirodriguez;@ppbarcelona_;19
@joanjopodem;@g_pisarello;10
@ppbarcelona_;@jlayllon;23
@ppbarcelona_;@ppcaltemporda;13
@jlayllon;@enricmillo;14
@jlayllon;@ppcaltemporda;14
@enricmillo;@ppcaltemporda;14
@alfredbosch;@millorb;15
@monfai;@ppbarcelona_;17
@monfai;@immamartin;12
@carinamejias;@societatcc;109
@luzpsoe;@jaumecollboni;28
@podemosmad;@manuelacarmena;19
@podemosmad;@adacolau;19
@podemosmad;@carnecrudaradio;19
@mercatsbcn;@bcn_eixample;28
@mercatsbcn;@gardanuy_bcn;28
@nuriagbcn;@alejandrotgn;26
@nuriagbcn;@concepcioveray;26
@albertofdezxbcn;@concepcioveray;27
@dololopez_;@alejandrotgn;27
@dololopez_;@concepcioveray;27
@alejandrotgn;@concepcioveray;27
@adacolau;@carnecrudara;39
@mercatsbcn;@rblasi;19
@dcampo_;@carnecrudaradio;13
@dcampo_;@manuelacarmena;13
@dcampo_;@adacolau;13
@elhuffpost;@jaumecollboni;41
@elhuffpost;@arvaldivia;32
@populareshospit;@ppcatalunya;19
@buycat_cat;@alfredbosch;12
@podem_bcn;@movistar_es;13
@movistar_es;@teleafonica;12
@ahoramadridagz;@carnecrudaradio;30
@ahoramadridagz;@manuelacarmena;30
@ahoramadridagz;@adacolau;30
@xaviertrias;@federacionfecac;28
@llorentear;@ppopular;12
@bcnencomu;@carnec;58
@manuelacarmena;@carnec;12
@vplana_catradio;@alfredbosch;10
@martiescriu;@carnecrudara;15
@adacolau;@carnec;46
@terrassaencomu;@carnecrudaradio;12
@cesciglesies;@ernestmaragall;10
@bcnencomu;@carnecrudara;22
@milacamomilla;@adacolau;10
@milacamomilla;@carnecrudaradio;10
@pablodiazgmz;@carnecrudaradio;34
@pablodiazgmz;@manuelacarmena;34
@pablodiazgmz;@adacolau;34
@xaviertrias;@feriadeabrilcat;15
@jordisaninde;@millorb;14
@hibai_;@bcnencomu;16
@jovenescs;@yecbarcelona;19
@carinamejias;@yecbarcelona;21
@cimujo;@adacolau;15
@cimujo;@manuelacarmena;15
@cimujo;@carne;14
@adacolau;@carne;14
@manuelacarmena;@carne;14
@catnoalttip;@entrepobles;11
@cataloniawatch;@xaviertrias;13
@ercbcn;@ercsantsmon;10
@apuente;@jordiborras;14
@jordiborras;@pirates_lh;14
@xaviertrias;@feriaabrilcat15;10
@rratgeb;@apuente;12
@rratgeb;@pirates_lh;12
@apuente;@dmguevara1986;17
@dmguevara1986;@jordiborras;10
@dmguevara1986;@pirates_lh;16
@dmguevara1986;@bcnencomu;17
@podem_cat;@terrassaencomu;11
@jaumecollboni;@cercle_infr;14
@pscbarcelona;@cercle_infr;14
@toniperaba;@manuelacarmena;21
@toniperaba;@carnecrudaradio;21
@adacolau;@bertasu;16
@bcnencomu;@bertasu;17
@catnoalttip;@uniopagesos;14
@catnoalttip;@ccoocatalunya;11
@forremarti;@jordicat3;47
@forremarti;@catdiuprou;51
@miquelet1969;@jordicat3;42
@miquelet1969;@catdiuprou;49
@exterminador50;@jordicat3;47
@exterminador50;@catdiuprou;51
@jordicat3;@catdiuprou;49
@llopebre;@nouscatalans;24
@llopebre;@govern;19
@sandraboix;@nouscatalans;27
@albertofdezxbcn;@nouscatalans;27
@nouscatalans;@govern;20
@forremarti;@sandraboix;64
@forremarti;@albertofdezxbcn;70
@miquelet1969;@sandraboix;41
@miquelet1969;@albertofdezxbcn;45
@exterminador50;@sandraboix;49
@exterminador50;@albertofdezxbcn;52
@catdiuprou;@sandraboix;48
@catdiuprou;@albertofdezxbcn;51
@jordicat3;@sandraboix;44
@jordicat3;@albertofdezxbcn;47
@jordicat3;@llopebre;36
@orfeogracienc;@erc_gracia;23
@teknosocial;@bcnencomu;13
@forremarti;@mecomiunasalchi;11
@jordicat3;@mecomiunasalchi;11
@exterminador50;@mecomiunasalchi;10
@catdiuprou;@mecomiunasalchi;11
@sandraboix;@mecomiunasalchi;11
@albertofdezxbcn;@mecomiunasalchi;11
@arapolitica;@bcnencom;13
@braviddavo;@adacolau;11
@ppbarcelona_;@elmaticope;17
@josemnltejedor;@carinamejias;18
@paquivicente;@adacolau;169
@santidemajo;@ciu;11
@gaab75;@egr19522;11
@gaab75;@inma69bcn;11
@razzmatazzzzz;@xaviertrias;10
@razzmatazzzzz;@coroxandri;10
@egr19522;@xaviertrias;14
@egr19522;@coroxandri;13
@inma69bcn;@xaviertrias;12
@inma69bcn;@coroxandri;12
@gironanoticies;@krls;30
@gironanoticies;@xaviertrias;30
@krls;@xaviertrias;46
@aquipuedo;@i;30
@adacolau;@i;30
@xaviertrias;@gabrieldeulofeu;11
@aquipuedo;@icveuia;55
@aquipuedo;@unio_cat;55
@adacolau;@unio_cat;70
@con_sentio;@xaviertrias;31
@ppcatalunya;@casanovamiriam;45
@lluiv;@bcnencomu;102
@lluiv;@ahorapodemos;102
@rodoredajordi;@adacolau;18
@rodoredajordi;@eduardcabus;18
@josepjover;@piratesbcn;10
@lofuflunet;@adacolau;13
@agustibordas;@lluiv;18
@agustibordas;@vicencaparicio;19
@agustibordas;@bcnencomu;36
@agustibordas;@ahorapodemos;25
@lluiv;@vicencaparicio;22
@vicencaparicio;@ahorapodemos;23
@serratsabi;@herrerajoan;18
@serratsabi;@teresaforcadesf;15
@serratsabi;@ahorapodemos;15
@serratsabi;@ciudadanoscs;15
@herrerajoan;@ciudadanoscs;16
@teresaforcadesf;@ahorapodemos;16
@teresaforcadesf;@ciudadanoscs;16
@arbatpau;@adacolau;30
@paquivicente;@manilena50;15
@manilena50;@adacolau;16
@bcnencomu;@salvadostv;48
@denterd;@bcnencomu;37
@denterd;@elsingular;35
@hereudecanpich;@dolorscamats;19
@hereudecanpich;@herrerajoan;19
@hereudecanpich;@adac;17
@dolorscamats;@adac;17
@elquartgenet;@bcnencomu;12
@wittgenstein_jm;@adacolau;11
@directe;@lauravalls1;22
@directe;@galapita;17
@galapita;@pablo_iglesias_;26
@jsoler63;@adacolau;15
@vicengracia;@adacolau;16
@vicengracia;@jpuigcorbe;16
@cshortaguinardo;@carinamejias;18
@millanjordi;@adacolau;24
@nuriaingles;@adacolau;10
@annabozaabogada;@ramblabtv;23
@annabozaabogada;@toniaira;21
@annabozaabogada;@martaroqueta;20
@annabozaabogada;@albertofdezxbcn;20
@ramblabtv;@martaroqueta;24
@toniaira;@martaroqueta;21
@martaroqueta;@albertofdezxbcn;21
@pilarcarracelas;@bcnencomu;29
@pilarcarracelas;@lloporio;11
@lloporio;@bcnencomu;23
@david_bel;@lloporio;15
@meinelx;@eduardcabus;36
@meinelx;@adacolau;39
@lbalmez;@s0msirem;11
@lbalmez;@juergageneral;11
@s0msirem;@juergageneral;15
@s0msirem;@adacolau;15
@juergageneral;@massumpta;12
@juergageneral;@adacolau;22
@estornino_c;@s0msirem;12
@estornino_c;@juergageneral;18
@xmonge;@adacolau;12
@mtudela;@adacsi;10
@granollacs;@adacsi;11
@adacolau;@adacsi;12
@adacsi;@ami__cat;12
@indepenradio;@albertblau;10
@albertblau;@adacolau;10
@xafemho_tot;@sergicastanye;73
@xafemho_tot;@quicosalles;73
@xafemho_tot;@adacolau;73
@sergicastanye;@quicosalles;74
@quicosalles;@adacolau;75
@lizcastro;@bcn_ajuntament;14
@capgirembcn;@sants3radio;15
@sants3radio;@cupsants;15
@taula3sector;@jaumecollboni;83
@taula3sector;@socialistes_cat;21
@ramblabtv;@ppbarcelona_;26
@ppbarcelona_;@btvcat;11
@albertofdezxbcn;@btvcat;44
@toret;@g_pisarello;81
@toret;@xavierdomenechs;71
@toret;@ierrejon;78
@toret;@l_makeba;58
@ierrejon;@xaviergonzalbez;24
@g_pisarello;@xaviergonzalbez;24
@xaviergonzalbez;@l_makeba;22
@catalangov;@xaviertrias;10
@cbusquets;@bcnencomu;19
@agustibordas;@katesb;10
@agustibordas;@pilarcarracelas;10
@lizcastro;@katesb;73
@lizcastro;@pilarcarracelas;12
@katesb;@pilarcarracelas;13
@jaguimera;@cbusquets;10
@xavartal;@antalcantara;16
@bankia;@pah_bcn;10
@bankia;@adacolau;10
@bankia;@capgirembcn;10
@bankia;@ateneu9b;10
@pah_bcn;@ateneu9b;10
@adacolau;@ateneu9b;11
@adacolau;@antalcantara;20
@capgirembcn;@ateneu9b;10
@ateneu9b;@antalcantara;10
@waj1fum;@adacolau;19
@waj1fum;@alexistudela;15
@waj1fum;@katesb;16
@waj1fum;@lizcastro;10
@alexistudela;@katesb;23
@alexistudela;@lizcastro;16
@txtaro;@subirats9;11
@txtaro;@vilafrancacomu;11
@txtaro;@bcnencomu;11
@subirats9;@vilafrancacomu;20
@mrovira;@7deradio;56
@capgirembcn;@7deradio;37
@cupsantmarti;@simongorjeos;10
@csbarbera;@electo_mania;10
@csbarbera;@carinamejias;10
@csbarbera;@cs_bcna;10
@electo_mania;@carinamejias;12
@electo_mania;@cs_bcna;14
@standreuencomu;@bcnmes;10
@mlg_barcelona;@bcnmes;10
@bcnmes;@bcnencomu;11
@jesusgacosta;@g_pisarello;19
@jesusgacosta;@s;14
@fundernestlluch;@alfredbosch;15
@alfredbosch;@rbalibros;21
@elviraduranc;@alfredbosch;17
@danimateoagain;@l_makeba;24
@danimateoagain;@bcnencomu;25
@cupbarcelona;@7deradio;23
@bcnencomu;@7deradio;12
@podemdsantmarti;@albertsc79;10
@podemdsantmarti;@vivible;10
@avs2000;@alfredbosch;12
@cupsantmarti;@cupbarcelona;20
@podemdsantmarti;@campu_maria;20
@campu_maria;@podem_bcn;22
@danielo74;@xaviertrias;25
@elsingular;@anne_hidalgo;49
@elsingular;@paris;49
@anne_hidalgo;@paris;65
@paris;@xaviertrias;64
@alfredbosch;@jordisolef;12
@ercbcn;@pimec;21
@alfredbosch;@pimec;45
@alfredbosch;@eupartyefa;55
@pconstituentbcn;@teresaforcadesf;47
@jmterricabras;@eupar;13
@alfredbosch;@eupar;13
@rafelmanent;@herrerajoan;18
@rafelmanent;@adacolau;18
@rafelmanent;@agusticolomines;14
@elsingular;@agusticolomines;59
@herrerajoan;@agusticolomines;60
@adacolau;@agusticolomines;60
@nuriagbcn;@albe;11
@laiaortiz;@mariaunicefcat;20
@mariaunicefcat;@bcnencomu;21
@catalunyaplural;@mjlecha;28
@alcalde_gi;@xaviertrias;14
@catdiuprou;@imatavera;62
@adacolau;@change_es;37
@sospetitprincep;@change_es;36
@rac1;@bcnencomu;13
@toniaira;@ppopular;14
@ercbcn;@eu;22
@alfredbosch;@eu;22
@jaumecollboni;@aguiteras;32
@cataloniawatch;@adacolau;26
@casfetera;@pablo_iglesias_;36
@juanal_47;@aquipuedo;10
@juanal_47;@adacolau;11
@juanal_47;@icveuia;11
@juanal_47;@unio_cat;11
@lfimagina;@bcnencomu;17
@jaguimera;@ahorapodemos;12
@jaguimera;@pablo_iglesias_;12
@adacolau;@eipaiscat;31
@millorbcn;@capgirembcn;19
@enoticiescat;@bcnencomu;19
@nanroig21;@santilapeira;16
@nanroig21;@joanignasielena;16
@nanroig21;@marinaalonsos;16
@santilapeira;@marinaalonsos;23
@joanignasielena;@marinaalonsos;32
@marinaalonsos;@jordidelrio;16
@alfredbosch;@jordidelrio;33
@jordidelrio;@joanignasielena;33
@jordidelrio;@santilapeira;28
@joanignasielena;@ercbcn;36
@podem_bcn;@l_makeba;71
@podem_bcn;@xavierdomenechs;52
@albertlloreta;@arturmascat;11
@albertlloreta;@adacolau;11
@robertbadia;@katesb;14
@robertbadia;@lizcastro;13
@robertbadia;@adacolau;17
@soniasi02;@carrizosacarlos;25
@carrizosacarlos;@marilenbarcelo;27
@carrizosacarlos;@yagoalonsobcn;27
@ecasajoana;@adacolau;11
@ecasajoana;@katesb;10
@vivible;@albertsc79;10
@vivible;@campu_maria;10
@vivible;@podem_bcn;10
@albertsc79;@campu_maria;10
@albertsc79;@podem_bcn;10
@enlluita;@capgirembcn;12
@jaumecollboni;@josepayuso;10
@miqueliceta;@josepayuso;10
@mariajosegcueva;@ppcatalunya;11
@capgirembcn;@transportpublic;12
@15mlliure;@bcnencomu;12
@tanquemelscies;@mireia_veca;15
@g_pisarello;@pconstituent;18
@mirialos;@terrassaencomu;13
@la_directa;@ivan_sants;12
@ivan_sants;@adacolau;13
@josemanuel_co;@bcne;12
@omarjayyan;@senyorrequena;29
@omarjayyan;@cataloniawatch;16
@omarjayyan;@bcnencomu;33
@senyorrequena;@cataloniawatch;19
@senyorrequena;@bcnencomu;38
@cataloniawatch;@bcnencomu;22
@gaab75;@senyorrequena;24
@gaab75;@cataloniawatch;17
@jaumeasens;@teresaforcadesf;12
@carinamejias;@desdeelmeubarri;43
@cupbarcelona;@eldiarioes;26
@tonialba;@bcnencomu;25
@massumpta;@elvailet;10
@elvailet;@adacolau;18
@tibidaboenlucha;@xaviertrias;14
@elvailet;@estornino_c;11
@directe;@ciudadanoscs;32
@bcnciutatoberta;@xaviertrias;31
@_luchadeclases;@bcnencomu;18
@vonrestorff;@adacolau;10
@dani_canto;@bcnencomu;14
@adacolau;@carme1848;45
@robertoherreros;@dani_canto;10
@cuphortaguinard;@mrovira;20
@nsascast;@xaviertrias;11
@dolorscamats;@miqueliceta;16
@jordinador;@junqueras;16
@jordinador;@joseprull;16
@jordinador;@herrerajoan;21
@jordinador;@bcnencomu;25
@jordinador;@podem_bcn;16
@higiniaroig;@joseprull;17
@teresaforcadesf;@junqueras;17
@teresaforcadesf;@joseprull;17
@teresaforcadesf;@podem_bcn;25
@adacolau;@joseprull;17
@pconstituent;@junqueras;17
@pconstituent;@joseprull;17
@junqueras;@joseprull;17
@junqueras;@bcnencomu;17
@junqueras;@podem_bcn;17
@joseprull;@herrerajoan;17
@joseprull;@bcnencomu;17
@joseprull;@podem_bcn;17
@xaviertrias;@fcbarcelona;14
@fcbarcelona;@jmbartomeu;15
@fcbarcelona;@paris;15
@fcbarcelona;@anne_hidalgo;15
@jmbartomeu;@paris;15
@jmbartomeu;@anne_hidalgo;15
@alfredbosch;@anne_hidalgo;21
@higiniaroig;@antalcantara;11
@ciudadanoscs;@etvllobregat;26
@carinamejias;@etvllobregat;34
@catdiuprou;@eboke;10
@eboke;@adacolau;11
@eboke;@bcnencomu;10
@coacatalunya;@xaviertrias;176
@omarjayyan;@teresaforcadesf;27
@senyorrequena;@teresaforcadesf;27
@gaab75;@teresaforcadesf;18
@fmarcellesi;@adacolau;12
@fmarcellesi;@manuelacarmena;12
@fmarcellesi;@ahoramadrid;12
@fmarcellesi;@;12
@manuelacarmena;@;12
@ahoramadrid;@;12
@pscbarcelona;@taula3sector;38
@pscbarcelona;@aguiteras;34
@cataloniawatch;@teresaforcadesf;11
@_endavant;@afrablanco;11
@_endavant;@milagrosprezoli;11
@_endavant;@eduardrivas;11
@socialistes_cat;@afrablanco;12
@socialistes_cat;@milagrosprezoli;12
@socialistes_cat;@eduardrivas;12
@jaumecollboni;@afrablanco;12
@jaumecollboni;@milagrosprezoli;12
